LON,LAT,EDO,CLAVE,ESTACION,ago-22
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",135.3
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",216.9
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",76.7
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",76.0
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",144.6
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",122.9
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",0.0
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",143.6
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",134.9
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",175.5
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",99.6
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",126.5
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",110.2
-99.728333,18.928333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",203.8
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",138.0
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",99.4
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",134.9
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",118.2
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",69.0
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",206.0
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",0.0
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",160.5
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",182.1
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",134.3
-100.304167,19.170278,MEX,SANTOTOMASCFE,"Santo Tom·s, MÈx. CFE*",12.0
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",216.0
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",380.8
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",66.0
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",153.0
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",277.0
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",137.0
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx.",136.9
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",150.4
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",189.4
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÈx.",138.9
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",109.4
-100.053056,19.058056,MEX,TMSMX,"Temascaltepec, MÈx.",242.4
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",160.1
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",157.9
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",145.9
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",220.3
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",83.4
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",134.5
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, MÈx.",90.1
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",108.5
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",152.2
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, MÈx.",92.2
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",40.1
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",184.3
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",80.5
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",165.8
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",140.0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",199.5
-100.891111,18.463333,MICH,CAIMANERACFE,"Caimanera, Mich. CFE*",145.9
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",295.7
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",96.5
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",208.5
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",165.6
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",173.4
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",114.7
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",249.3
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",171.6
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",144.0
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",82.9
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",135.6
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",110.0
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",121.8
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",107.8
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",113.5
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",132.0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",159.8
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",300.0
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",183.2
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",141.5
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",95.6
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",148.5
-102.221944,18.883333,MICH,PANCHESCFE,"Panches, Mich. CFE*",108.1
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",186.9
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",146.3
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",158.3
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",100.7
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",97.2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",124.0
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",131.5
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",132.0
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",121.5
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",120.2
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",125.2
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",155.8
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",126.4
-102.079167,19.42,MICH,URUAPAN,"Uruapan, Mich. SMN*",345.0
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",188.1
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",144.3
-102.242222,20.339444,MICH,YURMC,"YurÈcuaro, Mich.",143.6
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",116.9
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",78.1
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",131.9
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",57.5
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",131.5
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",309.8
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",177.8
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",188.7
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",238.0
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",176.5
-98.891389,18.931111,MOR,ATBMR,"Atlatlahuacan Bachillerato, Mor.",117.1
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",236.7
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",8.5
-98.714444,18.583056,MOR,CAYMR,"Cayehuacan, Mor.",307.0
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",140.0
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",284.8
-99.324722,18.862778,MOR,CUNMR,"Cuentepec, Mor.",199.6
-98.954444,18.817778,MOR,CUSMR,"Cuautla SMN, Mor.",159.7
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",188.4
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",243.8
-99.273611,18.503889,MOR,EZPMR,"Emiliano Zapata, Mor.",314.0
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",253.4
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",189.5
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato TecnolÛgico Agropecuario 154 Huitzilac, Mor.",46.5
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",213.2
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",240.6
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",217.5
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",95.0
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",197.6
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",213.7
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",263.6
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",154.3
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",148.0
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",145.6
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",141.3
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",171.0
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",271.6
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",278.2
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",257.5
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",334.9
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",183.1
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",235.6
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",144.5
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",257.5
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",191.1
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",250.4
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",215.9
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",127.0
-99.103889,18.794167,MOR,TICMR,"Ticum·n, Mor.",143.2
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",304.2
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",291.1
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",214.0
-98.9,18.9,MOR,TLYMR,"Tlayacapan, Mor.",232.0
-99.241667,19.054167,MOR,TMAMR,"Tres MarÌas, Mor.",236.7
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",142.1
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",166.7
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",103.4
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",242.7
-99.072778,18.971389,MOR,TPZMR,"Tepoztl·n, Mor.",160.5
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",179.2
-99.383611,18.73,MOR,VIAMR,"Vista Alegre, Mor.",210.9
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",270.0
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",238.9
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",134.9
-98.866111,18.881944,MOR,YECMR,"Yecapixtla, Mor.",205.2
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",177.3
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",291.9
-105.383333,22.466389,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",308.0
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",222.4
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",339.5
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",144.9
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",422.5
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",187.0
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",274.4
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",351.5
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",403.3
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",434.3
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",383.6
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",460.0
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",293.1
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",0.0
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",22.0
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",110.5
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",107.0
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",1.5
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",109.5
-100.276111,25.801389,NL,CanadaS,"El Canad·, N.L. SAHM*",72.6
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",51.5
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",110.9
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",55.7
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",232.1
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",111.5
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",147.2
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",103.7
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",188.0
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",107.8
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",79.0
-100.128056,25.428056,NL,LBCNL,"Rodrigo GÛmez, N.L.",204.5
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",36.0
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",37.3
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",178.4
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",22.5
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",72.5
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",48.0
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",160.5
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",93.0
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",201.2
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",55.1
-100.308333,25.7325,NL,TOPOCHICO,"Topo Chico Monterrey, N.L. SGT*",71.6
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",45.0
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",212.9
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",138.6
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",219.5
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",159.5
-96.721667,17.069722,OAX,BAEOX,"Base AÈrea, Oax.",164.5
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",141.6
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",96.5
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",600.8
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",181.0
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotl·n, Oax.",82.7
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",80.7
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",362.8
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",569.3
-95.374444,16.434722,OAX,EMAOX,"El MarquÈs, Oax.",195.6
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",248.1
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",174.3
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",170.6
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",82.5
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",102.0
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",173.1
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",614.4
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",137.0
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",191.6
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",302.9
-96.579722,16.344167,OAX,MIAHUATLAN,"Miahuatl·n, Oax. SMN*",96.4
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",209.8
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",217.0
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",184.0
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",178.0
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",72.9
-95.481389,16.585278,OAX,RHOOX,"RÌo Hondo, Oax.",50.5
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",448.7
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",76.6
-97.839444,17.156667,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",39.9
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",163.5
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",126.8
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",358.5
-97.626667,18.1,OAX,SJNOX,"San Juan Nochixtl·n, Oax.",85.3
-98.1425,17.501389,OAX,SLAOX,"Silacayo·pam, Oax.",194.1
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",211.1
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",151.3
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",229.8
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",191.4
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",437.9
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",195.0
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",73.9
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",57.3
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",146.8
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",456.0
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",420.7
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",455.5
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",255.4
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",645.1
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",127.1
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",229.2
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",163.6
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",62.3
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",234.4
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",124.1
-98.135833,18.9425,PUE,AFRPB,"¡fricam, Pue.",172.0
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",115.0
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",148.3
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",177.9
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",278.2
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",236.7
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",126.5
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",91.5
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",157.7
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",150.0
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",201.5
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",170.5
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",214.0
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",195.3
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",371.5
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",317.0
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",240.5
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",173.0
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",133.9
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",204.6
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",235.3
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",88.2
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",48.8
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",157.0
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",131.0
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",71.6
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",271.8
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",208.5
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",270.0
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",35.4
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",224.5
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",133.0
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",64.3
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",166.7
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",39.8
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",143.1
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",282.0
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",131.5
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",147.0
-97.208333,20.131389,PUE,SJAPB,"San JosÈ Acateno, Pue.",46.7
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",97.1
-98.4175,19.284167,PUE,SMTPB,"San MartÌn Texmelucan, Pue.",139.9
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",309.7
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",155.5
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",219.3
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",200.0
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",134.5
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",83.5
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",186.8
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",86.4
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",186.0
-97.390556,19.887778,PUE,TEZIUTLAN,"Teziutl·n, Pue. SMN*",247.0
-97.359722,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",129.3
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",612.7
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",48.5
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",260.0
-97.720833,18.865556,PUE,UTTPB,"Universidad TecnolÛgica Tecamachalco, Pue. SMN*",175.7
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",75.3
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",391.6
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",47.5
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",241.0
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",129.0
-100.412222,20.504167,QRO,BATQT,"El Bat·n, Qro.",39.0
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",26.8
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",86.6
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",40.5
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",55.1
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",128.5
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",151.3
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",67.3
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",94.6
-100.366667,20.566667,QRO,OBSQT,"Observatorio de QuerÈtaro, Qro.",54.3
-99.815,21.055833,QRO,PMLQT,"PeÒamiller, Qro.",31.4
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",64.6
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",50.3
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",316.8
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",117.5
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",370.8
-86.775833,21.074444,QROO,CNCQR,"Canc˙n Radar, Q. Roo. SMN*",80.0
-86.906944,20.476944,QROO,CO2QR,"Cozumel, Q. Roo. SMN*",166.4
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",183.0
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",108.5
