LON,LAT,EDO,CLAVE,ESTACION,jul-22,,
-103.423056,20.355556,JAL,SCRISTOBAL2CFE,"San CristÛbal 2, Jal. CFE*",318.40,,
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",194.70,,
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatl·n 1, Jal. SMN*",90.78,,
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",386.71,,
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",262.57,,
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",207.30,,
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",124.03,,
-103.044167,20.169167,JAL,TIZJL,"Tizap·Ån, Jal. SMN*",182.57,,
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",343.02,,
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",212.58,,
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",128.36,,
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",170.32,,
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",245.60,,
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",105.52,,
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",338.95,,
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",299.50,,
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",21.50,,
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",170.50,,
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, MÈx. SMN*",181.66,,
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",216.80,,
-100.436389,18.781111,MEX,BEJMX,"Bejucos, MÈx.",232.10,,
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, MÈx. UNAM*",128.93,,
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",74.00,,
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",146.34,,
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÈx. SMN*",225.93,,
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",145.26,,
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",148.31,,
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",305.11,,
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, MÈx",315.65,,
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",93.19,,
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",95.24,,
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",249.80,,
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",163.60,,
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",160.70,,
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",76.00,,
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",245.31,,
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",203.82,,
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",116.50,,
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",30.22,,
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",152.10,,
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, MÈx.",55.00,,
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",163.94,,
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",137.75,,
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",68.55,,
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",168.62,,
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",117.97,,
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",103.10,,
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",199.02,,
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",105.79,,
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",57.01,,
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",109.97,,
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",191.60,,
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",0.00,,
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",282.54,,
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",138.92,,
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",80.77,,
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",95.24,,
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",39.53,,
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",94.71,,
-99.728333,18.928333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",219.00,,
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",146.00,,
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",154.11,,
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",137.39,,
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",160.70,,
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",51.03,,
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",116.00,,
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",97.98,,
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",220.81,,
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",117.72,,
-100.304167,19.170278,MEX,SANTOTOMASCFE,"Santo Tom·s, MÈx. CFE*",231.60,,
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",148.00,,
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",255.40,,
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",104.73,,
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",101.00,,
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",269.00,,
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",139.00,,
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx.",173.20,,
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",186.21,,
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",131.63,,
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÈx.",152.01,,
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",78.76,,
-100.053056,19.058056,MEX,TMSMX,"Temascaltepec, MÈx.",254.70,,
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",207.74,,
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",220.81,,
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",232.52,,
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",165.31,,
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",125.50,,
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",134.56,,
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, MÈx.",97.09,,
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",64.51,,
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",174.11,,
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, MÈx.",89.66,,
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",30.22,,
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",221.51,,
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",252.51,,
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",278.80,,
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",45.53,,
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",250.67,,
-100.891111,18.463333,MICH,CAIMANERACFE,"Caimanera, Mich. CFE*",146.60,,
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",164.85,,
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",188.32,,
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",195.02,,
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",98.01,,
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",195.14,,
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",188.02,,
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",195.52,,
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",214.30,,
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",230.90,,
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",113.20,,
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",248.50,,
-100.406389,19.838056,MICH,LDFMC,"Laguna del Fresno, Mich.",164.40,,
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",213.10,,
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",172.52,,
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",107.72,,
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",147.13,,
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",190.41,,
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",153.68,,
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo L.C., Mich.",193.00,,
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",225.01,,
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",203.01,,
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",247.03,,
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",148.84,,
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",201.20,,
-102.221944,18.883333,MICH,PANCHESCFE,"Panches, Mich. CFE*",98.60,,
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",142.51,,
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",220.90,,
-101.585,20.065556,MICH,PLCOFRADIA,"Presa La CofradÌa, Mich. SGT*",84.60,,
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",150.57,,
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",113.81,,
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",221.00,,
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",184.51,,
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",294.50,,
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",175.00,,
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",140.51,,
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",143.20,,
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",143.40,,
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",167.00,,
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",273.92,,
-102.079167,19.42,MICH,URUAPAN,"Uruapan, Mich. SMN*",317.60,,
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",217.71,,
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",176.60,,
-102.242222,20.339444,MICH,YURMC,"YurÈcuaro, Mich.",266.53,,
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",180.70,,
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",172.74,,
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",181.00,,
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",154.62,,
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",118.81,,
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",95.40,,
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",270.50,,
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",116.42,,
-98.891389,18.931111,MOR,ATBMR,"Atlatlahuacan Bachillerato, Mor.",74.94,,
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",122.61,,
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",156.41,,
-98.714444,18.583056,MOR,CAYMR,"Cayehuacan, Mor.",85.69,,
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",105.08,,
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",270.32,,
-99.324722,18.862778,MOR,CUNMR,"Cuentepec, Mor.",135.04,,
-98.954444,18.817778,MOR,CUSMR,"Cuautla SMN, Mor.",129.11,,
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",119.27,,
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",107.23,,
-99.273611,18.503889,MOR,EZPMR,"Emiliano Zapata, Mor.",254.50,,
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",125.80,,
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",98.01,,
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato TecnolÛgico Agropecuario 154 Huitzilac, Mor.",207.81,,
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",175.96,,
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",465.13,,
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",101.48,,
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",99.09,,
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",161.58,,
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",149.01,,
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",73.61,,
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",130.78,,
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",229.00,,
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",147.14,,
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",104.89,,
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",137.91,,
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",132.80,,
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",267.81,,
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",153.30,,
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",166.11,,
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",160.04,,
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",182.72,,
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",194.80,,
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",14.20,,
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",140.32,,
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",90.21,,
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",125.60,,
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",167.24,,
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",80.71,,
-99.103889,18.794167,MOR,TICMR,"Ticum·n, Mor.",166.10,,
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",198.42,,
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",67.00,,
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",148.43,,
-98.9,18.9,MOR,TLYMR,"Tlayacapan, Mor.",164.10,,
-99.241667,19.054167,MOR,TMAMR,"Tres MarÌas, Mor.",355.01,,
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",84.64,,
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",131.30,,
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",69.47,,
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",181.60,,
-99.072778,18.971389,MOR,TPZMR,"Tepoztl·n, Mor.",249.01,,
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",121.81,,
-99.383611,18.73,MOR,VIAMR,"Vista Alegre, Mor.",173.83,,
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",138.82,,
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",105.60,,
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",136.43,,
-98.866111,18.881944,MOR,YECMR,"Yecapixtla, Mor.",155.87,,
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",104.91,,
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",171.84,,
-105.383333,22.466389,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",123.75,,
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",254.69,,
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",253.54,,
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",441.10,,
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",350.08,,
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",232.50,,
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",182.93,,
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",255.73,,
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",226.82,,
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",400.80,,
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",408.93,,
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",386.61,,
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",318.31,,
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",19.75,,
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",19.75,,
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",39.12,,
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",71.00,,
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",0.50,,
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",0.00,,
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",8.00,,
-100.276111,25.801389,NL,CanadaS,"El Canad·, N.L. SAHM*",0.00,,
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",0.00,,
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",8.04,,
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",0.00,,
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",0.02,,
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",6.50,,
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",0.00,,
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",0.00,,
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",0.00,,
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",0.00,,
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",3.20,,
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",88.43,,
-100.128056,25.428056,NL,LBCNL,"Rodrigo GÛmez, N.L.",0.00,,
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",0.01,,
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",0.03,,
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",7.30,,
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",0.00,,
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",3.30,,
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",0.05,,
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",0.00,,
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",7.02,,
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",17.04,,
-100.308333,25.7325,NL,TOPOCHICO,"Topo Chico Monterrey, N.L. SGT*",0.50,,
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",59.00,,
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",95.50,,
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",51.51,,
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",118.00,,
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",152.30,,
-96.721667,17.069722,OAX,BAEOX,"Base AÈrea, Oax.",31.02,,
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",68.01,,
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",124.83,,
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",631.00,,
-97.616667,17.57,OAX,CHDOX,"Chilapa de DÌaz, Oax.",7.26,,
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",91.21,,
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotl·n, Oax.",0.32,,
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",121.51,,
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",264.74,,
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",716.20,,
-95.374444,16.434722,OAX,EMAOX,"El MarquÈs, Oax.",97.80,,
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",43.94,,
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",23.46,,
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",15.62,,
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",28.93,,
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",38.00,,
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",28.54,,
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",1169.00,,
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",128.00,,
-95.033333,16.433333,OAX,JUCOX,"Juchit·n, Oax.",74.51,,
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",31.50,,
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",19.50,,
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",49.20,,
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",104.02,,
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",388.55,,
-96.579722,16.344167,OAX,MIAHUATLAN,"Miahuatl·n, Oax. SMN*",10.60,,
-97.249167,17.436667,OAX,NOCHISTLAN,"Nochixtl·n, Oax. SMN*",22.80,,
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",31.50,,
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",32.14,,
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",133.11,,
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",267.24,,
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",31.73,,
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",90.60,,
-95.481389,16.585278,OAX,RHOOX,"RÌo Hondo, Oax.",68.50,,
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",335.20,,
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",76.20,,
-97.839444,17.156667,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",11.64,,
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",61.00,,
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",15.56,,
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",67.10,,
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",47.92,,
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",962.00,,
-97.626667,18.1,OAX,SJNOX,"San Juan Nochixtl·n, Oax.",4.12,,
-98.1425,17.501389,OAX,SLAOX,"Silacayo·pam, Oax.",221.56,,
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",77.44,,
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",16.37,,
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",427.91,,
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",36.60,,
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",70.01,,
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",570.30,,
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",67.50,,
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",20.45,,
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",2.34,,
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",95.23,,
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",39.60,,
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",422.22,,
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",790.70,,
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",47.01,,
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",800.22,,
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",39.12,,
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",509.31,,
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",202.70,,
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",215.21,,
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",39.92,,
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",6.64,,
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",43.90,,
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",23.82,,
-98.135833,18.9425,PUE,AFRPB,"¡fricam, Pue.",48.30,,
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",5.00,,
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",41.70,,
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",181.40,,
